DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,ORIGEM DE PREÇO ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA,CUSTO MATERIAL,% MATERIAL,CUSTO EQUIPAMENTO,% EQUIPAMENTO,CUSTO SERVICOS TERCEIROS,% SERVICOS TERCEIROS,CUSTO OUTROS,% OUTROS,VINCULO
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91837.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,COEFICIENTE DE REPRESENTATIVIDADE,"24,40",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91839.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"19,88",,,,,,,,,"7,79","39,1898734","12,09","60,8101266","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91839.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"19,88",INSUMO,40401.0,"ELETRODUTO FLEXIVEL PLANO EM PEAD, COR PRETA E LARANJA, DIAMETRO 32 MM",M,ATRIBUÍDO SÃO PAULO,"1,1000000","2,86","3,14",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91839.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"19,88",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1050000","21,46","2,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91839.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"19,88",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,1050000","26,28","2,75",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91839.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"19,88",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91840.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"22,37",,,,,,,,,"8,36","37,4100719","14,01","62,5899281","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91840.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"22,37",INSUMO,39247.0,"ELETRODUTO/DUTO PEAD FLEXIVEL PAREDE SIMPLES, CORRUGACAO HELICOIDAL, COR PRETA, SEM ROSCA, DE 1 1/4"", CRC 680 N, PARA CABEAMENTO SUBTERRANEO (NBR 15715)",M,ATRIBUÍDO SÃO PAULO,"1,1000000","4,34","4,77",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91840.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"22,37",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1230000","21,46","2,63",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91840.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"22,37",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,1230000","26,28","3,23",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91840.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"22,37",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91841.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"21,64",,,,,,,,,"8,37","38,6796838","13,27","61,3203162","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91841.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"21,64",INSUMO,40402.0,"ELETRODUTO FLEXIVEL PLANO EM PEAD, COR PRETA E LARANJA, DIAMETRO 40 MM",M,ATRIBUÍDO SÃO PAULO,"1,1000000","3,68","4,04",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91841.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"21,64",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,1230000","21,46","2,63",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91841.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"21,64",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,1230000","26,28","3,23",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91841.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023_PA",M,ATRIBUÍDO SÃO PAULO,"21,64",COMPOSICAO,91170.0,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,0000000","11,74","11,74",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91843.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,86",,,,,,,,,"1,94","33,2185886","3,92","66,7814114","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91843.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,86",INSUMO,39243.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 20 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","2,68","2,94",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91843.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,86",INSUMO,43132.0,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,COEFICIENTE DE REPRESENTATIVIDADE,"0,0016000","14,92","0,02",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91843.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,86",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0610000","21,46","1,30",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91843.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"5,86",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0610000","26,28","1,60",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91845.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",,,,,,,,,"2,26","30,6957708","5,12","69,3042292","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91845.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",INSUMO,39244.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 25 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","3,62","3,98",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91845.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",INSUMO,43132.0,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,COEFICIENTE DE REPRESENTATIVIDADE,"0,0018000","14,92","0,02",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91845.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0710000","21,46","1,52",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91845.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"7,38",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0710000","26,28","1,86",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91847.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"11,78",,,,,,,,,"2,73","23,2081911","9,05","76,7918089","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91847.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"11,78",INSUMO,39245.0,"ELETRODUTO PVC FLEXIVEL CORRUGADO, REFORCADO, COR LARANJA, DE 32 MM, PARA LAJES E PISOS",M,COEFICIENTE DE REPRESENTATIVIDADE,"1,1000000","6,97","7,66",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91847.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"11,78",INSUMO,43132.0,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,COEFICIENTE DE REPRESENTATIVIDADE,"0,0020000","14,92","0,02",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91847.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"11,78",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0860000","21,46","1,84",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91847.0,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"11,78",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0860000","26,28","2,26",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91849.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"7,26",,,,,,,,,"2,74","37,7777777","4,52","62,2222223","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91849.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"7,26",INSUMO,40401.0,"ELETRODUTO FLEXIVEL PLANO EM PEAD, COR PRETA E LARANJA, DIAMETRO 32 MM",M,ATRIBUÍDO SÃO PAULO,"1,1000000","2,86","3,14",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91849.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"7,26",INSUMO,43132.0,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,COEFICIENTE DE REPRESENTATIVIDADE,"0,0020000","14,92","0,02",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91849.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"7,26",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"0,0860000","21,46","1,84",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91849.0,"ELETRODUTO FLEXÍVEL LISO, PEAD, DN 32 MM (1""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"7,26",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"0,0860000","26,28","2,26",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91850.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"9,71",,,,,,,,,"3,29","33,8877338","6,42","66,1122662","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91850.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"9,71",INSUMO,39247.0,"ELETRODUTO/DUTO PEAD FLEXIVEL PAREDE SIMPLES, CORRUGACAO HELICOIDAL, COR PRETA, SEM ROSCA, DE 1 1/4"", CRC 680 N, PARA CABEAMENTO SUBTERRANEO (NBR 15715)",M,ATRIBUÍDO SÃO PAULO,"1,1000000","4,34","4,77",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,ELETRODUTOS/CALHAS PARA LEITO DE CABOS,165.0,,,91850.0,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,ATRIBUÍDO SÃO PAULO,"9,71",INSUMO,43132.0,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,COEFICIENTE DE REPRESENTATIVIDADE,"0,0023000","14,92","0,03",,,,,,,,,,,CAIXA REFERENCIAL
